Unnamed: 0,recipe_number,recipe_code,likes_score,dislike_index,response_level,user_index,ranking_value,vote_ratio,score_log,region,device_type,recipe_name,comment_id,user_id,user_name,user_score,created_at,responses,likes,dislikes,ranking_score,text,stars
22,1,14299,5.014184311458007,4.917167059291376,1.9961543738179677,0.337538758102481,653.9252980884008,0.45454545454545453,0.6931471805599453,East,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_1z15nE2Ee6anVDFLfmOW1FjbyeR,u_wYANTnDQZ8Ud,Sandy326,1,1633371450,2,5,5,650,Very good!! Easy recipe … first time followed exactly but I added flour to chicken and onion mixture to help thicken and did not add cream cheese. Made a second time with no mild chilies and only a few shakes of cayenne and it was still good! Liked it less spicy! But will make again! Other in family liked it too!,5
23,1,14299,4.700731388967371,28.761533210243595,1.003869133907159,1.430387876427239,527.679875594227,0.14285714285714285,0.6931471805599453,West,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_1vFabyuTl4d81ivTsJDdxKOnb0c,u_PbmqE1O8NisP,Carole368,1,1626160365,1,5,29,530,This is just White Chicken Chili with I first experinced eating at at local restaurant in Indianapolis which was recommended to me by the waiter. It&#39;s delicious! But that is what it is called - White Chicken Chili.,0
24,1,14299,14.88565231146439,1.012107384417363,6.692629569432806e-05,0.9120138810260867,788.08624350846,0.8823529411764706,0.6931471805599453,North,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_1s3CMHvWubnpTd45lmoBC8c0X3X,u_Ql2KDKx6gJCZ,Kimosaabe,1,1620091837,0,15,1,786,WOW! Total WOW! Totally delicious. 5 stars plus.,5
25,1,14299,16.023299309783884,5.053433238394535,-0.001364782767600126,-0.4162243206451922,342.5866673157043,0.7272727272727273,0.0,North,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_432402,u_1tOHulxur36Qa3Syd86jfXIlyVh,OliveCorn,0,1622648873,0,16,5,347,Wonderful recipe as written! Only change I made was I used rotisserie chicken because I always have it on hand in my freezer as a time saver. Even my husband who said chili can&#39;t be white said to make sure to keep this recipe!  Thanks Laura for making him a believer!,5
26,1,14299,16.75823359344776,0.9543940575729198,0.0023982886463435778,0.8424741630425824,450.43317447072957,0.8947368421052632,0.6931471805599453,North,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_432389,u_1oKdEIiXn8FQOeAMtgAGCRMIDur,LindaHernandez,1,1622648873,0,17,1,433,"I make this for my son-in-law for when he has to work cold winter nights in Michigan.  He loves it!  Instead of green chiles, I changed to Hatch Green Chiles to give it a little kick.  You can use as much or as little depending on how you like it.",5
27,1,14299,4.078915435868591,0.25570260575838827,-0.004655912090085849,1.444790873716385,335.2557544616629,0.8,0.6931471805599453,West,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_432496,u_1oKVZT7bnHOk8MH7Aom0wkTCJNo,ahmom,1,1622648873,0,4,0,329,EXCELLENT RECIPE!! This will be on regular rotation.,5
28,1,14299,18.873835735883837,4.568634688310239,0.002762204219721325,0.30483864952021744,379.05352700704225,0.76,0.0,West,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_432393,u_1tOHuffz9O9dMHnRmMVpX92GMtm,BlueBattery,0,1622648873,0,19,5,367,"I don&#39;t change a thing in this recipe, it&#39;sperfect as directed.  I found it in my Taste of Home cookbook years ago and have been making it ever since. I don&#39;t even look for other recipes because why mess with perfection.  I was just diagnosed with gluten intolerance and thankfully this recipe is.     *** my ex-husband would not eat chicken so my son made it with pork (also delicious). He still used chicken stock but the ex didn&#39;t know that!   ***",5
29,1,14299,2.9387296757474486,0.19433677010653763,-0.0028940532986952597,1.1488750327533477,297.6483358542608,0.75,0.6931471805599453,East,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_429116,u_1oKdQHNslBwfe7Rqe9Sg1ihg9Fs,Sue,1,1622648882,0,3,0,297,I would make this soup again.  It was a hit.  I would only add 1 can of green chilis when I make it again.  The leftovers were pretty hot.,0
30,1,14299,5.8736114186117225,0.13727006284081986,0.017497071909184966,1.1895201300085474,365.014664245605,0.8571428571428571,0.6931471805599453,East,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_429115,u_1oKdQGq8TWLSKfrv2CQY9SglFUu,Debi,1,1622648882,0,6,0,374,"This was absolutely DELICIOUS! It was my first time making chili, and I loved it.  It turned out a lot more soupy than I expected,  and I even mashed up a cup of the beans like the recipe said.  I think next time I make this, I won&#39;t add the cream to see 9f that makes thicker. But is super yummy, even if it is more of a soup/stew. ? Yummm!",5
31,1,14299,3.389071363548996,0.07925256153457218,-0.007822681071026672,0.428707033484762,300.5504330412693,0.75,0.6931471805599453,West,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_429113,u_1oKVr0FIiKTNe84vUuYXGEKMHfD,gooch621,1,1622648882,0,3,0,297,Outstanding just the way it is!,5
32,1,14299,7.997164905532639,5.421200401318256,-0.002464550944356495,1.2738166158949333,254.85326799179938,0.5333333333333333,0.6931471805599453,West,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_401167,u_1oKcp740PH3N4t4jHkvgTvDJIsq,Patricia,1,1622718321,0,8,6,246,I’ve made this chili for several years and follow the recipe as written. I use chicken tenderloins and heavy cream and sour cream.  “If it’s not broken don’t fix it”.  It’s the perfect comfort food on a cold day!  The tortilla chips go perfectly and a grilled cheese on the side doesn’t hurt either  (especially if made with home made pimento cheese)!,5
33,1,14299,34.77782763042224,19.222762662953016,-0.002186246140321336,0.7710430042205068,240.14967755188226,0.6363636363636364,0.6931471805599453,South,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_418512,u_1oKcMK7EejkMMeHEqC8ByGCrtze,Jose,1,1625623540,0,35,19,231,"This is the best chili recipe, I have gotten 3 blue ribbons making it for company cook offs, Last year mad it for a Halloween party and it got RAVE reviews, this year the party was banned 9but we had it anyway) and the local police officer came to the party in the uniform and said &#34;I won&#39;t say anything if I get some of that chili you made last year&#34;.   LOL",5
34,1,14299,6.17277570572755,0.821907318756498,-0.00932611426545797,2.0121013792024027,307.0956283265133,0.75,0.6931471805599453,West,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_421297,u_1oKdo7z17mIH7p0rWeKf2eSuBk4,Sheryl,1,1622718465,0,6,1,319,"This was EXCELLENT! I only had 1 can of  chili’s so I opened a can of jalapenos and added a teaspoon.  I threw it all in the Ninja Foodie and put it under pressure for 20 mins with quick release. THEN I added the sour cream and whipping cream. I served with crisp tortillas and shredded cheese. It was loved by all, even my granddaughter. I will be making this again! Oh, I didn’t have great northern beans so I used two cans of white beans. Turned out perfect.",5
35,1,14299,2.7435615732308123,-0.08808770552266788,0.00500716294298436,0.8097040856657359,298.49133291654556,0.75,0.6931471805599453,North,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_418036,u_1oKVvWNPluIerkzEfapO0vmeN6O,annamossburg,1,1622718448,0,3,0,297,This is one of the few recipes I use where I don’t change the ingredients. Love it.,5
36,1,14299,5.043871835442358,3.970401115124559,-0.002957638602298082,2.1147221162234233,208.72870566171605,0.5,0.6931471805599453,East,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_391244,u_1oKc1BtbvpXeiAel72SmKlxFZEy,CleoHill,1,1622718294,0,5,4,220,"I didn&#39;t see cream cheese in the recipe, but it was in the description so I added it toward the end.  I added a little Adobo seasoning and used my own dried cayenne,  also added diced tomatoes with  green chili&#39;s, otherwise made the recipe as written. It was fabulous. A forever keeper. Thank you!!",5
37,1,14299,5.588370940401552,3.070689554669201,-0.01641737481970764,0.9192834525045281,254.86717481817757,0.6,0.6931471805599453,North,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_381200,u_1oKXE2BCf9J0DOw8ICET9lmKTxe,katlynn,1,1622718237,0,6,3,259,"been making this for my family for a couple decades now, and it&#39;s always gotten rave reviews.  I do add real garlic along with the chicken, garlic powder, and onion to sauté, before adding the rest of the ingredients.  In the past I&#39;ve substituted evaporated skim milk for the heavy cream, and it turns out well that way, too.  I cut back on the cayenne for my own reasons, but my daughter loved it full strength.  Probably going to be making this recipe for another couple decades as well.",5
38,1,14299,2.7210142831603528,1.11094472924892,0.004795483126538835,0.9524802422428028,239.12942326223313,0.6,0.6931471805599453,West,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_383517,u_1oKbYHwpJRzxOnQllsvm7mL52My,AshleyMcCauley,1,1622718271,0,3,1,235,"Delicious. I added a can of diced tomatoes with green chilis, and it turned out great!",5
39,1,14299,2.0413507377618045,4.154913371052284,-0.004388737251622863,0.8526285226123764,152.39128526752046,0.2857142857142857,0.6931471805599453,East,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_413123,u_1oKdBKYNhxlGac1PJGxgKcf7mEU,Roy,1,1622718405,0,2,4,143,"The best, while iit is &#34;hot&#39; it is not a long lasting hoe.",5
40,1,14299,3.155115037048471,7.141555641620086,-0.0007236833934811831,0.3700189671445757,149.56934948802038,0.2727272727272727,0.6931471805599453,East,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_421542,u_1oKc9vyi2sO7jHQIwM79ZSp5uSV,HenriettaBurdsall,1,1622718466,0,3,7,148,"This was my first attempt at a white chili and was a little disappointed.  I added 8 oz of cream cheese instead of the sour cream and didn&#39;t like the resulting flavor.  Should have followed the recipe.  I will tinker with this some more, but all in all a very easy quick recipe.",4
41,1,14299,4.0359959380773605,3.0438844378718404,0.0046691955908872915,1.6641460539243995,203.90407013026433,0.5,0.6931471805599453,South,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_425118,u_1oKXBB7JXkGauaL7HtbMtjyEBhg,Darlene Olson,1,1622718436,0,4,3,212,"We LOVE this recipe and fix it often!  I even make it to take to people when they need a meal.  A couple of things, I use unsalted chicken stock (the 32 oz box) instead of the broth and instead of the sour cream and heavy cream, I use a 12 oz container of Gandy&#39;s French Onion or Green Chili Dip.  It just adds a little depth in flavor that we enjoy!",5
42,1,14299,0.975708057624821,0.0721651597252594,-0.002516001134470837,1.0486193115380622,197.2278210367841,0.5,0.6931471805599453,South,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_417854,u_1oKW02EVqcElPW3eafchuGzMF4R,nanatlh,1,1622718445,0,1,0,193,This is my all-time favorite white chili recipe. I make it as is except I will add a can of hominy and occasionally substitute pork for the chicken.  Great with a spoonful of pico as well.  So good!!,5
43,1,14299,2.9367531149519936,-0.18925253147204327,-0.0025725018585294962,1.314005201904642,290.9981521340974,0.75,0.6931471805599453,North,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_391379,u_1oKbY3Q48pJwdgqKQhCvZyzXrHz,Kyleigh,1,1622718281,0,3,0,297,"I doubled the recipe. I also substituted the sour cream with cream cheese, added corn and bell peppers. Topped with sour cream, cilantro, shredded cheddar, and fritos! I am sooo very satisfied!",5
44,1,14299,0.6894361917986218,4.869692193267735,1.0170032383383236,1.8087292835288231,110.93803450376294,0.14285714285714285,0.6931471805599453,West,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_426529,u_1oKdyZZULmOOcIY3GCXkMhNYByr,Bea,1,1622718465,1,1,5,113,Where&#39;s the cream cheese in the recipe? It says it&#39;s so good from the cream cheese. Was that a misprint?,0
45,1,14299,2.8487965954329764,1.1553678999252672,-0.014858044708297845,19.934338418468556,235.63794670573262,0.6,3.044522437723423,West,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_396577,u_1oKVbyFVBOq4Cs5vKwidKOAl3Cx,snker0521,20,1622718320,0,3,1,235,"i made this last night for dinner. It went together very fast and based on another reviewer, I added 8 ounces of cream cheese instead of the sour cream. I accidently added too much cayenne so I did offer sour cream at the table along with shredded cheese. Personally, I am not much of a fan of beans of any kind, but this chili was good. The only problem was it did not make enough for the hearty appetites for all the people at the table. Next time I make this I will double the recipe. But this is a keeper even by my standards.",5
46,1,14299,0.9032427438709094,0.1452610359583992,-0.008871489455157042,0.953557358490524,188.27500067125663,0.5,0.6931471805599453,South,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_383700,u_1oKcfaiUZqMTVIyiDdU9Ui6vY8m,PatriciaJones,1,1622718262,0,1,0,193,"Delicious!!  First time ever making a white chili and this one delivered in every way.  Fantastic as is, didnt change a thing.  Will be a favorite keeper for me!! Thanks for sharing!",5
47,1,14299,0.22204871246269292,7.125583685714821,-0.007533800221943056,1.0725611594202973,104.48937530558182,0.0,0.6931471805599453,South,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_390899,u_1oKbx5JoINDESeKJ0bC0dePdWjv,YvonneHam,1,1622718244,0,0,7,100,"I changed this a little.  I added carrots, potatoes and substituted coconut cream for the cream.  I also left out the cumin.  The creamy mix of the sour cream and cream made this soup delicious.",5
48,1,14299,1.0721770831081825,1.910745502891311,0.01234193028197793,0.35762388600138395,132.3076643203085,0.25,0.6931471805599453,East,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_396177,u_1oKcz1tCZ3g6INyuw11hQ6l7FhD,eileenmarston,1,1622718299,0,1,2,127,I made this for movie night with a few friends.  It got rave reviews and I thought it was yummy.  On advice of previous reviews I used cream cheese instead of sour cream.  I also popped a whole jalapeno in for the cooking process and fished it out and discarded when cooking was complete.  Made it a day ahead of time.  The one person in the group who doesn&#39;t like heat said it was just right.  This is definitely going into my file of favorites!,5
49,1,14299,0.6296731004147378,0.1579760291953961,-0.004446993489844579,0.08424518437559148,200.25258283611709,0.5,0.6931471805599453,West,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_389538,u_1oKbxEownGjnPSDDP4XoGKJlvDg,BCBabies,1,1622718232,0,1,0,193,I add creme cheese and more creme. I also roast my chicken breasts in the oven and then pull and dice the meat. I have won 3 chili cook-offs with my version!  :),4
50,1,14299,9.068073895666073,-0.20148311126687823,0.0016571288439582823,0.2470520415145009,425.0539612002668,0.9,0.6931471805599453,West,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_425025,u_1oKVguRYSeYopnS8TJesoAeBEsd,dylan's mama,1,1622718462,0,9,0,415,We have been making this for years now and its hands down our favorite chili recipe.  One thing I love about it is that you can substitute low fat versions of the cream/sour cream and its still just as good.  I&#39;ve even used skim milk in place of the whipping cream with no problems!   We always serve it with the  Zucchini &amp; Cheese Drop biscuits.  To die for!,5
51,1,14299,-0.08088660179294481,0.1869286057567752,-0.003270523059812961,1.621539487679832,98.99008246802096,0.0,0.6931471805599453,East,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_419232,u_1oKdPv2hU2DTXXoLOpYVXeJClrb,Bonnie,1,1622718419,0,0,0,100,This recipe is awesome. Made it iver 10 times now. A big hit with the family!,5
52,1,14299,0.8578124129096859,1.9547372987991998,1.0041612978979408,0.8367779792900281,118.34534498236707,0.25,0.6931471805599453,South,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_401974,u_1oKdkR2I5u8ri30DCzYw2XLjm0h,MaryMc,1,1622718347,1,1,2,127,Is there cream cheese or no?,0
53,1,14299,0.12848271374151024,0.2922140059729179,-8.77069451963071e-05,1.3927641194503637,92.02535069960797,0.0,0.6931471805599453,East,Mobile,Creamy White Chili,sp_aUSaElGf_14299_c_423275,u_1oKde5quGQlAMvAAwLkUoq2GIcu,TeQuilaClaybrooks,1,1622718469,0,0,0,100,Very delicious and easy to make!!,5
54,1,14299,0.21656163387909733,1.7360203653356723,1.0017460552973925,0.8705456841236425,112.23940812081233,0.0,0.6931471805599453,South,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_401542,u_1oKc9Qrnq7E9ha8kT21hhojJQO9,LisaValle,1,1622718369,1,0,2,100,"Im making this for dinner tonight, but I&#39;m a little confused, you said it was sooo good because of the cream cheese, but there is no cream cheese in the recipe? Do i need it?",0
55,1,14299,4.195615555385203,0.3059615336231494,0.008880325893610848,0.2100133775458347,340.393875758925,0.8,0.6931471805599453,North,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_419234,u_1oKdPs2iPEew003F9R4IHa9LbpI,Guest4548,1,1622718419,0,4,0,329,"This recipe is amazing. I’ve been making it for years. Ignore the rude and ignorant comments from those who have yet to actually make it. If you want spicy feel free to add as much or as little of the cayenne pepper or jalapeños with or without seeds to your liking. That’s the beauty of cooking at home. One tip I will give, if you want an extra creamy texture, add the creams in right away and let simmer until reduced.",5
56,1,14299,-0.176277790671603,-0.06271630189172521,0.0030372879910514983,1.433665408186374,109.44051718153358,0.0,0.6931471805599453,South,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_384535,u_1oKWWgyoJAqNhh1VGGmFPp24Au9,mrscessna,1,1622718272,0,0,0,100,Easy and tasty!,4
57,1,14299,-0.0649501147855668,-0.06584200337764773,-0.005071008946768303,0.554858940004276,95.8699740943639,0.0,0.6931471805599453,West,Tablet,Creamy White Chili,sp_aUSaElGf_14299_c_418526,u_1oKcMlWe3JlmY7Rd9dVhheFMTVR,ToniChurch,1,1622718450,0,0,0,100,"This is the best white chili I’ve ever had. It is a hit with this family, old and young.  I always think I might have some for a few days, but it never lasts that long. He never gets tired of it and neither do I!",5
58,1,14299,0.06958194294356118,0.03380574293460074,0.002152856794428901,1.2903608589303117,111.90749267884837,0.0,0.6931471805599453,South,Desktop,Creamy White Chili,sp_aUSaElGf_14299_c_406046,u_1oKcJyQeSs5UIRxf9HLiNKyB7r2,LauraYvonne,1,1622718387,0,0,0,100,"My absolute favorite chili recipe, it’s so easy and delicious! I added half a can of corn and a little hot sauce to the recipe and it’s amazing!!",5
